24.7,610.09,4.9162,01
24.8,615.04,4.9186,01
24.9,620.01,4.9211,01
25,625,5.0000,01
25.1,630.01,5.0025,01
25.2,635.04,5.0049,01
25.3,640.09,5.0074,01
25.4,645.16,5.0098,01
25.5,650.25,5.0122,01
25.6,655.36,5.0147,01
25.7,660.49,5.0171,01
25.8,665.64,5.0195,01
25.9,670.81,5.0219,01
26,676,5.0990,01
26.1,681.21,5.1013,01
26.2,686.44,5.1037,01
26.3,691.69,5.1061,01
26.4,696.96,5.1084,01
26.5,702.25,5.1108,01
26.6,707.56,5.1132,01
26.7,712.89,5.1155,01
26.8,718.24,5.1179,01
26.9,723.61,5.1203,01
27,729,5.1962,01
27.1,734.41,5.1984,01
27.2,739.84,5.2007,01
27.3,745.29,5.2031,01
27.4,750.76,5.2054,01
27.5,756.25,5.2077,01
27.6,761.76,5.2100,01
27.7,767.29,5.2124,01
27.8,772.84,5.2147,01
27.9,778.41,5.2170,01
28,784,5.2915,01
28.1,789.61,5.2937,01
28.2,795.24,5.2960,01
28.3,800.89,5.2982,01
28.4,806.56,5.3004,01
28.5,812.25,5.3026,01
28.6,817.96,5.3048,01
28.7,823.69,5.3070,01
28.8,829.44,5.3092,01
28.9,835.21,5.3114,01
29,841,5.3852,01
29.1,846.81,5.3873,01
29.2,852.64,5.3895,01
29.3,858.49,5.3916,01
29.4,864.36,5.3938,01
29.5,870.25,5.3959,01
29.6,876.16,5.3980,01
29.7,882.09,5.4001,01
29.8,888.04,5.4022,01
29.9,894.01,5.4044,01
30,900,5.4772,01
30.1,905.01,5.4792,01
30.2,910.04,5.4813,01
30.3,915.09,5.4834,01
30.4,920.16,5.4855,01
30.5,925.25,5.4876,01
30.6,930.36,5.4896,01
30.7,935.49,5.4917,01
30.8,940.64,5.4938,01
